group,condition_group_and_cause,original_codes,icd_10_codes,exclusions,age_min,age_max,treatable,preventable
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",X45,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",X65,NA,0,74,0,1
Alcohol-related and drug-related deaths,Alcohol-specific disorders and poisonings,"E24.4, F10, G31.2, G62.1, G72.1, I42.6, K29.2, K70, K85.2, K86.0, Q86.0, R78.0, X45, X65, Y15",Y15,NA,0,74,0,1
Alcohol-related and drug-related deaths,Other alcohol-related disorders,"K73, K74.0-K74.2, K74.6-K74.9",K73,NA,0,74,0,1
Alcohol-related and drug-related deaths,Other alcohol-related disorders,"K73, K74.0-K74.2, K74.6-K74.9",K74.0,NA,0,74,0,1
Alcohol-related and drug-related deaths,Other alcohol-related disorders,"K73, K74.0-K74.2, K74.6-K74.9",K74.1,NA,0,74,0,1
Alcohol-related and drug-related deaths,Other alcohol-related disorders,"K73, K74.0-K74.2, K74.6-K74.9",K74.2,NA,0,74,0,1
Alcohol-related and drug-related deaths,Other alcohol-related disorders,"K73, K74.0-K74.2, K74.6-K74.9",K74.6,NA,0,74,0,1
Alcohol-related and drug-related deaths,Other alcohol-related disorders,"K73, K74.0-K74.2, K74.6-K74.9",K74.7,NA,0,74,0,1
Alcohol-related and drug-related deaths,Other alcohol-related disorders,"K73, K74.0-K74.2, K74.6-K74.9",K74.8,NA,0,74,0,1
Alcohol-related and drug-related deaths,Other alcohol-related disorders,"K73, K74.0-K74.2, K74.6-K74.9",K74.9,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",F11,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",F12,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",F13,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",F14,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",F15,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",F16,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",F18,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",F19,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",X40,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",X41,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",X42,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",X43,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",X44,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",X85,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",Y10,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",Y11,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",Y12,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",Y13,NA,0,74,0,1
Alcohol-related and drug-related deaths,Drug disorders and poisonings,"F11-F16, F18-F19, X40-X44, X85, Y10-Y14",Y14,NA,0,74,0,1
Alcohol-related and drug-related deaths,Intentional self-poisoning by drugs,X60-X64,X60,NA,0,74,0,1
Alcohol-related and drug-related deaths,Intentional self-poisoning by drugs,X60-X64,X61,NA,0,74,0,1
Alcohol-related and drug-related deaths,Intentional self-poisoning by drugs,X60-X64,X62,NA,0,74,0,1
Alcohol-related and drug-related deaths,Intentional self-poisoning by drugs,X60-X64,X63,NA,0,74,0,1
Alcohol-related and drug-related deaths,Intentional self-poisoning by drugs,X60-X64,X64,NA,0,74,0,1
